,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
3971,S20893308,European Starling,Sturnus vulgaris,12/13/2014,10:30 AM,8,120,US-MO,38.6389068,-90.2853806,144,12,2014
4434,S20893308,American Robin,Turdus migratorius,12/13/2014,10:30 AM,8,120,US-MO,38.6389068,-90.2853806,144,12,2014
4767,S20893308,American Goldfinch,Spinus tristis,12/13/2014,10:30 AM,2,120,US-MO,38.6389068,-90.2853806,144,12,2014
4994,S20893308,Dark-eyed Junco,Junco hyemalis,12/13/2014,10:30 AM,15,120,US-MO,38.6389068,-90.2853806,144,12,2014
5108,S20893308,White-throated Sparrow,Zonotrichia albicollis,12/13/2014,10:30 AM,12,120,US-MO,38.6389068,-90.2853806,144,12,2014
5378,S20893308,Eastern Towhee,Pipilo erythrophthalmus,12/13/2014,10:30 AM,1,120,US-MO,38.6389068,-90.2853806,144,12,2014
6386,S20893308,Northern Cardinal,Cardinalis cardinalis,12/13/2014,10:30 AM,10,120,US-MO,38.6389068,-90.2853806,144,12,2014
126,S18250965,Canada Goose,Branta canadensis,5/4/2014,8:45 AM,4,120,US-MO,38.7472557,-90.1926899,143,5,2014
808,S18250965,Mourning Dove,Zenaida macroura,5/4/2014,8:45 AM,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
1269,S18250965,American White Pelican,Pelecanus erythrorhynchos,5/4/2014,8:45 AM,17,120,US-MO,38.7472557,-90.1926899,143,5,2014
1374,S18250965,Great Blue Heron,Ardea herodias,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
1874,S18250965,Red-tailed Hawk,Buteo jamaicensis,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
2473,S18250965,Empidonax sp.,Empidonax sp.,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
2660,S18250965,Eastern Kingbird,Tyrannus tyrannus,5/4/2014,8:45 AM,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
2782,S18250965,Warbling Vireo,Vireo gilvus,5/4/2014,8:45 AM,15,120,US-MO,38.7472557,-90.1926899,143,5,2014
2965,S18250965,Blue Jay,Cyanocitta cristata,5/4/2014,8:45 AM,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
3088,S18250965,American Crow,Corvus brachyrhynchos,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
3434,S18250965,Tree Swallow,Tachycineta bicolor,5/4/2014,8:45 AM,8,120,US-MO,38.7472557,-90.1926899,143,5,2014
4015,S18250965,European Starling,Sturnus vulgaris,5/4/2014,8:45 AM,17,120,US-MO,38.7472557,-90.1926899,143,5,2014
4115,S18250965,Gray Catbird,Dumetella carolinensis,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
4367,S18250965,Wood Thrush,Hylocichla mustelina,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
4596,S18250965,House Sparrow,Passer domesticus,5/4/2014,8:45 AM,3,120,US-MO,38.7472557,-90.1926899,143,5,2014
4687,S18250965,House Finch,Haemorhous mexicanus,5/4/2014,8:45 AM,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
4822,S18250965,American Goldfinch,Spinus tristis,5/4/2014,8:45 AM,8,120,US-MO,38.7472557,-90.1926899,143,5,2014
4878,S18250965,Chipping Sparrow,Spizella passerina,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
5061,S18250965,White-crowned Sparrow,Zonotrichia leucophrys,5/4/2014,8:45 AM,4,120,US-MO,38.7472557,-90.1926899,143,5,2014
5159,S18250965,White-throated Sparrow,Zonotrichia albicollis,5/4/2014,8:45 AM,4,120,US-MO,38.7472557,-90.1926899,143,5,2014
5200,S18250965,Savannah Sparrow,Passerculus sandwichensis,5/4/2014,8:45 AM,3,120,US-MO,38.7472557,-90.1926899,143,5,2014
5298,S18250965,Song Sparrow,Melospiza melodia,5/4/2014,8:45 AM,6,120,US-MO,38.7472557,-90.1926899,143,5,2014
5438,S18250965,Orchard Oriole,Icterus spurius,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
5467,S18250965,Baltimore Oriole,Icterus galbula,5/4/2014,8:45 AM,12,120,US-MO,38.7472557,-90.1926899,143,5,2014
5548,S18250965,Red-winged Blackbird,Agelaius phoeniceus,5/4/2014,8:45 AM,8,120,US-MO,38.7472557,-90.1926899,143,5,2014
5751,S18250965,Ovenbird,Seiurus aurocapilla,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
5839,S18250965,Tennessee Warbler,Leiothlypis peregrina,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
5884,S18250965,Nashville Warbler,Leiothlypis ruficapilla,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
5936,S18250965,Common Yellowthroat,Geothlypis trichas,5/4/2014,8:45 AM,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
6059,S18250965,Yellow Warbler,Setophaga petechia,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
6127,S18250965,Palm Warbler,Setophaga palmarum,5/4/2014,8:45 AM,1,120,US-MO,38.7472557,-90.1926899,143,5,2014
6462,S18250965,Northern Cardinal,Cardinalis cardinalis,5/4/2014,8:45 AM,6,120,US-MO,38.7472557,-90.1926899,143,5,2014
6577,S18250965,Indigo Bunting,Passerina cyanea,5/4/2014,8:45 AM,5,120,US-MO,38.7472557,-90.1926899,143,5,2014
641,S23065952,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
793,S23065952,Mourning Dove,Zenaida macroura,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
912,S23065952,Chimney Swift,Chaetura pelagica,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
1867,S23065952,Red-tailed Hawk,Buteo jamaicensis,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
2113,S23065952,Red-bellied Woodpecker,Melanerpes carolinus,4/26/2015,7:00 AM,4,180,US-MO,38.636316,-90.296545,142,4,2015
2217,S23065952,Downy Woodpecker,Dryobates pubescens,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
2607,S23065952,Great Crested Flycatcher,Myiarchus crinitus,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
2702,S23065952,White-eyed Vireo,Vireo griseus,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
2724,S23065952,Yellow-throated Vireo,Vireo flavifrons,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
2816,S23065952,Red-eyed Vireo,Vireo olivaceus,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
2950,S23065952,Blue Jay,Cyanocitta cristata,4/26/2015,7:00 AM,4,180,US-MO,38.636316,-90.296545,142,4,2015
3200,S23065952,Carolina Chickadee,Poecile carolinensis,4/26/2015,7:00 AM,6,180,US-MO,38.636316,-90.296545,142,4,2015
3315,S23065952,Tufted Titmouse,Baeolophus bicolor,4/26/2015,7:00 AM,4,180,US-MO,38.636316,-90.296545,142,4,2015
3550,S23065952,Ruby-crowned Kinglet,Corthylio calendula,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
3650,S23065952,White-breasted Nuthatch,Sitta carolinensis,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
3760,S23065952,Blue-gray Gnatcatcher,Polioptila caerulea,4/26/2015,7:00 AM,8,180,US-MO,38.636316,-90.296545,142,4,2015
3809,S23065952,House Wren,Troglodytes aedon,4/26/2015,7:00 AM,10,180,US-MO,38.636316,-90.296545,142,4,2015
3893,S23065952,Carolina Wren,Thryothorus ludovicianus,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
4110,S23065952,Gray Catbird,Dumetella carolinensis,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
4155,S23065952,Brown Thrasher,Toxostoma rufum,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
4323,S23065952,Swainson's Thrush,Catharus ustulatus,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
4342,S23065952,Hermit Thrush,Catharus guttatus,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
4584,S23065952,House Sparrow,Passer domesticus,4/26/2015,7:00 AM,4,180,US-MO,38.636316,-90.296545,142,4,2015
4677,S23065952,House Finch,Haemorhous mexicanus,4/26/2015,7:00 AM,4,180,US-MO,38.636316,-90.296545,142,4,2015
4806,S23065952,American Goldfinch,Spinus tristis,4/26/2015,7:00 AM,6,180,US-MO,38.636316,-90.296545,142,4,2015
4875,S23065952,Chipping Sparrow,Spizella passerina,4/26/2015,7:00 AM,10,180,US-MO,38.636316,-90.296545,142,4,2015
5386,S23065952,Eastern Towhee,Pipilo erythrophthalmus,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
5543,S23065952,Red-winged Blackbird,Agelaius phoeniceus,4/26/2015,7:00 AM,1,180,US-MO,38.636316,-90.296545,142,4,2015
5609,S23065952,Brown-headed Cowbird,Molothrus ater,4/26/2015,7:00 AM,7,180,US-MO,38.636316,-90.296545,142,4,2015
5834,S23065952,Tennessee Warbler,Leiothlypis peregrina,4/26/2015,7:00 AM,3,180,US-MO,38.636316,-90.296545,142,4,2015
6012,S23065952,Northern Parula,Setophaga americana,4/26/2015,7:00 AM,2,180,US-MO,38.636316,-90.296545,142,4,2015
6123,S23065952,Palm Warbler,Setophaga palmarum,4/26/2015,7:00 AM,12,180,US-MO,38.636316,-90.296545,142,4,2015
6203,S23065952,Yellow-rumped Warbler,Setophaga coronata,4/26/2015,7:00 AM,25,180,US-MO,38.636316,-90.296545,142,4,2015
6441,S23065952,Northern Cardinal,Cardinalis cardinalis,4/26/2015,7:00 AM,8,180,US-MO,38.636316,-90.296545,142,4,2015
105,S36956314,Canada Goose,Branta canadensis,5/18/2017,7:04 AM,4,126,US-MO,38.6389068,-90.2853806,140,5,2017
139,S68330982,Canada Goose,Branta canadensis,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
250,S68330982,Blue-winged Teal,Spatula discors,5/3/2020,10:37 AM,8,154,US-OK,36.2213571,-95.9341192,140,5,2020
396,S36956314,Mallard,Anas platyrhynchos,5/18/2017,7:04 AM,10,126,US-MO,38.6389068,-90.2853806,140,5,2017
777,S36956314,Mourning Dove,Zenaida macroura,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
841,S68330982,Mourning Dove,Zenaida macroura,5/3/2020,10:37 AM,5,154,US-OK,36.2213571,-95.9341192,140,5,2020
901,S36956314,Chimney Swift,Chaetura pelagica,5/18/2017,7:04 AM,4,126,US-MO,38.6389068,-90.2853806,140,5,2017
964,S68330982,Ruby-throated Hummingbird,Archilochus colubris,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1047,S36956314,Killdeer,Charadrius vociferus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1079,S68330982,Least Sandpiper,Calidris minutilla,5/3/2020,10:37 AM,4,154,US-OK,36.2213571,-95.9341192,140,5,2020
1111,S68330982,Spotted Sandpiper,Actitis macularius,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1254,S68330982,Double-crested Cormorant,Nannopterum auritum,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1386,S68330982,Great Blue Heron,Ardea herodias,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1433,S36956314,Great Egret,Ardea alba,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1463,S36956314,Snowy Egret,Egretta thula,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
1483,S36956314,Little Blue Heron,Egretta caerulea,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1535,S36956314,Black-crowned Night-Heron,Nycticorax nycticorax,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1793,S68330982,Red-shouldered Hawk,Buteo lineatus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1801,S36956314,Broad-winged Hawk,Buteo platypterus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1864,S36956314,Red-tailed Hawk,Buteo jamaicensis,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
1901,S36956314,Great Horned Owl,Bubo virginianus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
1920,S36956314,Barred Owl,Strix varia,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2020,S36956314,Red-headed Woodpecker,Melanerpes erythrocephalus,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
2101,S36956314,Red-bellied Woodpecker,Melanerpes carolinus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2205,S36956314,Downy Woodpecker,Dryobates pubescens,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2247,S68330982,Downy Woodpecker,Dryobates pubescens,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2333,S36956314,Northern Flicker,Colaptes auratus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2435,S36956314,Eastern Wood-Pewee,Contopus virens,5/18/2017,7:04 AM,3,126,US-MO,38.6389068,-90.2853806,140,5,2017
2469,S68330982,Least Flycatcher,Empidonax minimus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2539,S36956314,Eastern Phoebe,Sayornis phoebe,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2562,S68330982,Eastern Phoebe,Sayornis phoebe,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2602,S36956314,Great Crested Flycatcher,Myiarchus crinitus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2616,S68330982,Great Crested Flycatcher,Myiarchus crinitus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2663,S68330982,Eastern Kingbird,Tyrannus tyrannus,5/3/2020,10:37 AM,6,154,US-OK,36.2213571,-95.9341192,140,5,2020
2680,S68330982,Scissor-tailed Flycatcher,Tyrannus forficatus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2707,S68330982,White-eyed Vireo,Vireo griseus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2772,S36956314,Warbling Vireo,Vireo gilvus,5/18/2017,7:04 AM,3,126,US-MO,38.6389068,-90.2853806,140,5,2017
2786,S68330982,Warbling Vireo,Vireo gilvus,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
2812,S36956314,Red-eyed Vireo,Vireo olivaceus,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2934,S36956314,Blue Jay,Cyanocitta cristata,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
2998,S68330982,Blue Jay,Cyanocitta cristata,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3100,S68330982,American Crow,Corvus brachyrhynchos,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3191,S36956314,Carolina Chickadee,Poecile carolinensis,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
3220,S68330982,Carolina Chickadee,Poecile carolinensis,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
3393,S36956314,Purple Martin,Progne subis,5/18/2017,7:04 AM,7,126,US-MO,38.6389068,-90.2853806,140,5,2017
3429,S36956314,Tree Swallow,Tachycineta bicolor,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
3485,S36956314,Barn Swallow,Hirundo rustica,5/18/2017,7:04 AM,3,126,US-MO,38.6389068,-90.2853806,140,5,2017
3504,S68330982,Barn Swallow,Hirundo rustica,5/3/2020,10:37 AM,10,154,US-OK,36.2213571,-95.9341192,140,5,2020
3517,S68330982,Cliff Swallow,Petrochelidon pyrrhonota,5/3/2020,10:37 AM,12,154,US-OK,36.2213571,-95.9341192,140,5,2020
3548,S36956314,Ruby-crowned Kinglet,Corthylio calendula,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
3749,S36956314,Blue-gray Gnatcatcher,Polioptila caerulea,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
3776,S68330982,Blue-gray Gnatcatcher,Polioptila caerulea,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3805,S36956314,House Wren,Troglodytes aedon,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
3883,S36956314,Carolina Wren,Thryothorus ludovicianus,5/18/2017,7:04 AM,5,126,US-MO,38.6389068,-90.2853806,140,5,2017
3912,S68330982,Carolina Wren,Thryothorus ludovicianus,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3993,S36956314,European Starling,Sturnus vulgaris,5/18/2017,7:04 AM,9,126,US-MO,38.6389068,-90.2853806,140,5,2017
4047,S68330982,European Starling,Sturnus vulgaris,5/3/2020,10:37 AM,4,154,US-OK,36.2213571,-95.9341192,140,5,2020
4099,S36956314,Gray Catbird,Dumetella carolinensis,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
4169,S68330982,Brown Thrasher,Toxostoma rufum,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4210,S36956314,Northern Mockingbird,Mimus polyglottos,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
4229,S68330982,Northern Mockingbird,Mimus polyglottos,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4270,S68330982,Eastern Bluebird,Sialia sialis,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4332,S68330982,Swainson's Thrush,Catharus ustulatus,5/3/2020,10:37 AM,6,154,US-OK,36.2213571,-95.9341192,140,5,2020
4364,S36956314,Wood Thrush,Hylocichla mustelina,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
4456,S36956314,American Robin,Turdus migratorius,5/18/2017,7:04 AM,6,126,US-MO,38.6389068,-90.2853806,140,5,2017
4517,S68330982,American Robin,Turdus migratorius,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
4539,S36956314,Cedar Waxwing,Bombycilla cedrorum,5/18/2017,7:04 AM,15,126,US-MO,38.6389068,-90.2853806,140,5,2017
4555,S68330982,Cedar Waxwing,Bombycilla cedrorum,5/3/2020,10:37 AM,7,154,US-OK,36.2213571,-95.9341192,140,5,2020
4872,S36956314,Chipping Sparrow,Spizella passerina,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
5181,S68330982,White-throated Sparrow,Zonotrichia albicollis,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5204,S68330982,Savannah Sparrow,Passerculus sandwichensis,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5277,S36956314,Song Sparrow,Melospiza melodia,5/18/2017,7:04 AM,3,126,US-MO,38.6389068,-90.2853806,140,5,2017
5437,S36956314,Orchard Oriole,Icterus spurius,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
5470,S68330982,Baltimore Oriole,Icterus galbula,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
5533,S36956314,Red-winged Blackbird,Agelaius phoeniceus,5/18/2017,7:04 AM,10,126,US-MO,38.6389068,-90.2853806,140,5,2017
5558,S68330982,Red-winged Blackbird,Agelaius phoeniceus,5/3/2020,10:37 AM,20,154,US-OK,36.2213571,-95.9341192,140,5,2020
5605,S36956314,Brown-headed Cowbird,Molothrus ater,5/18/2017,7:04 AM,4,126,US-MO,38.6389068,-90.2853806,140,5,2017
5629,S68330982,Brown-headed Cowbird,Molothrus ater,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5691,S36956314,Common Grackle,Quiscalus quiscula,5/18/2017,7:04 AM,6,126,US-MO,38.6389068,-90.2853806,140,5,2017
5830,S36956314,Tennessee Warbler,Leiothlypis peregrina,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
5895,S68330982,Nashville Warbler,Leiothlypis ruficapilla,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
5931,S36956314,Common Yellowthroat,Geothlypis trichas,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
6010,S36956314,Northern Parula,Setophaga americana,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
6018,S68330982,Northern Parula,Setophaga americana,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
6058,S36956314,Yellow Warbler,Setophaga petechia,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
6063,S68330982,Yellow Warbler,Setophaga petechia,5/3/2020,10:37 AM,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
6087,S36956314,Blackpoll Warbler,Setophaga striata,5/18/2017,7:04 AM,2,126,US-MO,38.6389068,-90.2853806,140,5,2017
6216,S68330982,Yellow-rumped Warbler,Setophaga coronata,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
6269,S36956314,Wilson's Warbler,Cardellina pusilla,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
6423,S36956314,Northern Cardinal,Cardinalis cardinalis,5/18/2017,7:04 AM,4,126,US-MO,38.6389068,-90.2853806,140,5,2017
6500,S68330982,Northern Cardinal,Cardinalis cardinalis,5/3/2020,10:37 AM,6,154,US-OK,36.2213571,-95.9341192,140,5,2020
6568,S36956314,Indigo Bunting,Passerina cyanea,5/18/2017,7:04 AM,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
6583,S68330982,Indigo Bunting,Passerina cyanea,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
6589,S68330982,Painted Bunting,Passerina ciris,5/3/2020,10:37 AM,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
6595,S68330982,Dickcissel,Spiza americana,5/3/2020,10:37 AM,14,154,US-OK,36.2213571,-95.9341192,140,5,2020
51,S21025538,Canada Goose,Branta canadensis,12/25/2014,10:30 AM,8,120,US-MO,38.690995,-90.2349186,138,12,2014
718,S21025538,Mourning Dove,Zenaida macroura,12/25/2014,10:30 AM,4,120,US-MO,38.690995,-90.2349186,138,12,2014
1711,S21025538,Cooper's Hawk,Accipiter cooperii,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
1847,S21025538,Red-tailed Hawk,Buteo jamaicensis,12/25/2014,10:30 AM,2,120,US-MO,38.690995,-90.2349186,138,12,2014
2072,S21025538,Red-bellied Woodpecker,Melanerpes carolinus,12/25/2014,10:30 AM,6,120,US-MO,38.690995,-90.2349186,138,12,2014
2174,S21025538,Downy Woodpecker,Dryobates pubescens,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
2297,S21025538,Northern Flicker,Colaptes auratus,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
2877,S21025538,Blue Jay,Cyanocitta cristata,12/25/2014,10:30 AM,12,120,US-MO,38.690995,-90.2349186,138,12,2014
3063,S21025538,American Crow,Corvus brachyrhynchos,12/25/2014,10:30 AM,25,120,US-MO,38.690995,-90.2349186,138,12,2014
3162,S21025538,Carolina Chickadee,Poecile carolinensis,12/25/2014,10:30 AM,2,120,US-MO,38.690995,-90.2349186,138,12,2014
3623,S21025538,White-breasted Nuthatch,Sitta carolinensis,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
4205,S21025538,Northern Mockingbird,Mimus polyglottos,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
4742,S21025538,American Goldfinch,Spinus tristis,12/25/2014,10:30 AM,10,120,US-MO,38.690995,-90.2349186,138,12,2014
4979,S21025538,Dark-eyed Junco,Junco hyemalis,12/25/2014,10:30 AM,30,120,US-MO,38.690995,-90.2349186,138,12,2014
5090,S21025538,White-throated Sparrow,Zonotrichia albicollis,12/25/2014,10:30 AM,25,120,US-MO,38.690995,-90.2349186,138,12,2014
5501,S21025538,Red-winged Blackbird,Agelaius phoeniceus,12/25/2014,10:30 AM,1,120,US-MO,38.690995,-90.2349186,138,12,2014
6354,S21025538,Northern Cardinal,Cardinalis cardinalis,12/25/2014,10:30 AM,8,120,US-MO,38.690995,-90.2349186,138,12,2014
9,S36198905,Snow Goose,Anser caerulescens,4/23/2017,8:13 AM,1,173,US-MO,38.6389068,-90.2853806,137,4,2017
100,S36198905,Canada Goose,Branta canadensis,4/23/2017,8:13 AM,2,173,US-MO,38.6389068,-90.2853806,137,4,2017
203,S36198905,Wood Duck,Aix sponsa,4/23/2017,8:13 AM,3,173,US-MO,38.6389068,-90.2853806,137,4,2017
245,S36198905,Blue-winged Teal,Spatula discors,4/23/2017,8:13 AM,2,173,US-MO,38.6389068,-90.2853806,137,4,2017
392,S36198905,Mallard,Anas platyrhynchos,4/23/2017,8:13 AM,4,173,US-MO,38.6389068,-90.2853806,137,4,2017
639,S36198905,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),4/23/2017,8:13 AM,2,173,US-MO,38.6389068,-90.2853806,137,4,2017
899,S36198905,Chimney Swift,Chaetura pelagica,4/23/2017,8:13 AM,4,173,US-MO,38.6389068,-90.2853806,137,4,2017
1120,S36198905,Solitary Sandpiper,Tringa solitaria,4/23/2017,8:13 AM,1,173,US-MO,38.6389068,-90.2853806,137,4,2017
1365,S36198905,Great Blue Heron,Ardea herodias,4/23/2017,8:13 AM,1,173,US-MO,38.6389068,-90.2853806,137,4,2017
